state,beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
kl,0.9766148326500776,0.2130889243106127,0.8782385374162868,0.04,0.040014141655537454,0.19998950517517972,0.1094940877436432,0.001,0.15910551364818026,0.9022857532600712,0.0434762450678953,0.7093570686866351,0.8900000000000001,0.015085269008655509,0.003686391262847732,0.01767252351564878,0.9998828551104454,0.9942190723902916,2021-03-21
dl,59.22606480203461,0.2,0.1,0.19999990825856345,0.2,0.19999980015874932,0.1254531009338427,0.004566899232844542,0.03404638384657591,0.06361765403586647,0.03333333333333333,0.7409539082659665,0.8600000000000001,8.595674891923468e-06,0.005835530210080374,0.010428056249332402,0.999695109870216,0.9988580337858656,2021-03-27
tg,17.974026929395325,0.2999409787130466,0.8256011763481108,0.19665050783524,0.2,0.04,0.5,0.006373115248526609,0.09562437825455863,0.0630173508633517,0.03519252598200734,0.8114077071777772,0.9400000000000002,0.001477118981814758,0.0034307093464602764,0.01022954131676319,0.9998132915513656,0.9985187983477626,2021-03-23
rj,78.09463301822329,0.2,0.20051118656377104,0.10555707539802196,0.15181710256109152,0.18959219338171449,0.2129949251022264,0.0051385239869190975,0.06622074090603508,0.01678652468011831,0.03333333333333333,0.6187215354752329,0.8200000000000001,7.552940220157984e-05,0.006620587722832796,0.0098458116625521,0.9997167931629668,0.9995623416437752,2021-03-27
hr,6.934137643713482,0.21169811598393626,0.8523760313268868,0.15578531451465172,0.1096280061615947,0.16929746106039734,0.15024589968327728,0.003096443654673738,0.10511535142345274,0.17864797167810126,0.03333333333333333,0.6740505334854918,0.8300000000000001,0.0001998009045169081,0.0059145172803426104,0.01162983294042521,0.9997439739638742,0.9991133276986576,2021-03-28
jk,4.6282801024952684,0.20205221365123466,0.8038500902438764,0.057917124484226236,0.10808357445663597,0.1900622399528996,0.424057705617436,0.017685707442460397,0.06925482989386017,0.16588904944780575,0.03333333333333333,0.5999617640647078,0.8700000000000001,0.0004924507125934964,0.005439673741625825,0.012130795124811031,0.9997103549347452,0.9974507455783128,2021-03-25
ka,1.5457447289786737,0.24874311343791056,0.8842534227481809,0.04091629528199285,0.1996743265012862,0.08742104996809794,0.10137101294600867,0.008390755727556985,0.012111906765616244,0.3745538467076943,0.03359747297998926,0.6067599509152731,0.8300000000000001,0.00027626748229921095,0.0029353473971230485,0.006211171493637606,0.9999593451714835,0.9995403196366348,2021-03-28
la,0.4239892653287533,0.20111286133020764,0.5183164394683688,0.040000876586998864,0.04,0.04000110366034825,0.03930624365774763,0.0012330202222070876,0.03233269667854974,0.5915361995433233,0.07142857142857142,0.1,0.81,0.00016371244044007034,0.012056411817763277,0.010385089904047526,0.9969612190153472,0.9917911918893321,2021-03-21
mh,3.766590501133697,0.2636387481608469,0.2565452225201245,0.04952183827183218,0.04978415705296113,0.1336826904010262,0.029963526602254018,0.0013115539702565427,0.1085405540466838,0.09388218303638554,0.05588052654202698,0.33643589481518105,0.81,0.0016584301002139118,0.004926942378803075,0.008263025693214642,0.999835111461554,0.9990637316248568,2021-03-16
pb,4.622563801746625,0.2007536489960645,0.8010406267153808,0.08973027998643894,0.1101147660331445,0.19931981828874365,0.3922162466504701,0.022152086487453586,0.09306228494202937,0.1747660994074285,0.03333333333333333,0.4618017247466642,0.8600000000000001,0.0005922149994264613,0.008679512713786348,0.015574252570249646,0.9995582209461308,0.9974687591855084,2021-03-27
tn,2.43356593197262,0.20006723284177025,0.1,0.04000001337851259,0.04,0.1290565421703562,0.028289039163475874,0.0021224090397286392,0.022632665299853458,0.11593051158462153,0.0644602601888421,0.4215787341041505,0.9000000000000001,0.0002614869771657304,0.004564206793652315,0.009188685331056308,0.99980466697708,0.9979784962396951,2021-03-27
up,18.650250206383603,0.20002571955903856,0.9,0.2,0.19999999556056464,0.0408873355522318,0.11229694917863778,0.0026582772160338303,0.02076435908734451,0.05855355559216785,0.04252616139389876,0.8164746097466162,0.8600000000000001,0.0001964528260063653,0.005420430062018569,0.011037560179156641,0.9998000438106152,0.999013294913196,2021-03-25
ap,8.102792101116162,0.2014843791516277,0.3647366001555058,0.06502079998423647,0.1973397276953256,0.11280803513552452,0.4556627247985005,0.00987740747341009,0.12313489126874465,0.06940486639582966,0.05723126038666445,0.5273164471186165,0.8200000000000001,0.00022765414268788311,0.002220969922167809,0.0053222350481543996,0.9998960967199594,0.9984747259075308,2021-03-18
ut,10.704910419965637,0.2466631714879157,0.5103031675880397,0.04421460768725023,0.095791215423791,0.14162721590533495,0.4845386207880978,0.03895660144859559,0.018944434272824984,0.0705984075885482,0.03333333333333333,0.6735202689090035,0.81,0.000335415492811372,0.010448483538016726,0.0172261552279609,0.9995494546835856,0.9991673152054054,2021-03-25
or,1.933161159781148,0.20067987729682615,0.8788760062953722,0.04058646168798927,0.04,0.040003923096919296,0.4999063018745806,0.002786213379866382,0.1104495397097891,0.16767716044199074,0.06393623658106556,0.8973723129380473,0.8300000000000001,0.004150112891210673,0.0026074702994487377,0.003712112806544585,0.999904689452354,0.9988215539914572,2021-03-19
wb,3.8669041873274015,0.20118285525672916,0.7979208879068884,0.04596204739625937,0.1458164612376512,0.0917531467662632,0.3544064439148339,0.011740614735152895,0.16084578281201806,0.11568840558874086,0.06644568286066503,0.7000857059783531,0.8700000000000001,0.0010267355490894384,0.002608743837826577,0.003942159486851632,0.9999205272375544,0.9992578445309344,2021-03-19
py,2.3717686520473125,0.20299684304671506,0.40724090174511135,0.06661476849425213,0.04678121152671351,0.12929416409314193,0.4999984034044585,0.015363192636540913,0.1324810450549909,0.2323137509755165,0.03333333333333333,0.5852278841508756,0.8800000000000001,0.0004221412132375345,0.008462559323902706,0.016612300585621208,0.9994549874798953,0.9975808355256328,2021-03-26
ch,4.875428839379736,0.20000097344008072,0.7442392086299892,0.0973225806331168,0.0946367496552311,0.1999808252463261,0.10757894842643106,0.002725257950716562,0.033535465840061895,0.223112334092698,0.03333333333333333,0.546364890324478,0.81,0.00048216296922240634,0.008058256837742967,0.029487128092317443,0.9995891904861129,0.9928228663845023,2021-03-26
ct,6.507191763183057,0.20112323646397914,0.6260128786784328,0.060416835820689185,0.18907285505422305,0.12357450865886192,0.4964743728820882,0.031621177917152465,0.022632517726095903,0.10712746954739652,0.058072764266577113,0.6170011503314756,0.8,0.0010549985466968977,0.00701341326620208,0.009076402196506348,0.9997503809325224,0.9998040970653249,2021-03-16
gj,14.939505677743693,0.3,0.6915340467163006,0.19999993188255388,0.1990899695839856,0.19344583571655352,0.4858714142796214,0.01031901867751003,0.14697949980804842,0.05547431708553157,0.03346252877922521,0.5426432980306652,0.81,0.0005353921338326995,0.0060355854966054395,0.023489031344981467,0.9998111788945028,0.9948486451602468,2021-03-21
hp,19.26988881853868,0.260426367700493,0.1,0.13641066725299505,0.1576897831810554,0.2,0.4170292263870189,0.016001901630897514,0.07423826755939654,0.046492074957713486,0.03333333333333333,0.53518264289302,0.8,0.0003859121237196591,0.014977348336133888,0.013018349207733973,0.9989698408766684,0.9989570032347002,2021-03-28
mp,5.350301035753394,0.28769691321805835,0.9,0.15505814631682127,0.11825076205308828,0.2,0.1917825946739471,0.002862655842322737,0.0149207524748981,0.13954449323460544,0.03346484716129584,0.5307646996376219,0.8200000000000001,0.00044104145182929277,0.004922786814186101,0.011482731608974802,0.9998544888839659,0.998042456222886,2021-03-19
br,13.866058149055686,0.2672774596021887,0.8783545526290268,0.04000062825891015,0.06331311709552896,0.1630204231429942,0.476722729782095,0.01143633071798186,0.1863700270209383,0.05352543775707514,0.04912926472090635,0.8119909690744128,0.81,0.002844636811591459,0.004754000834647199,0.03131876425573284,0.9998357817061524,0.9951343511265224,2021-03-17
mn,1.3320559906554819,0.2,0.8299794450958117,0.14712834304565828,0.19999441026837134,0.04,0.4101860055414216,0.02698055843810894,0.04661177464424126,0.2998695870772967,0.03335010876823461,0.8999641827079728,0.9500000000000002,0.0009842220914144779,0.004596343269464558,0.017543164758985038,0.999289652876292,0.9951607076034537,2021-03-21
mz,2.1194862092497613,0.20005544499953606,0.7780147082310753,0.2,0.2,0.04,0.4354233874937534,0.003827406485114384,0.1994045139478308,0.13558272087876191,0.051826101618131115,0.89975582388127,0.8900000000000001,0.0046591273024668475,0.010800685501124742,0.05029499527425208,0.9990496524481616,0.990062495450544,2021-03-17
ga,4.716194665324017,0.2000096897729467,0.6360652997754501,0.13236736156120354,0.1292639861379699,0.19909620646648946,0.3935359231830495,0.01591249898101733,0.03631756962483218,0.3115292398801735,0.03333333333333333,0.7213919560885854,0.8800000000000001,0.0006736073729022736,0.00857217213019358,0.018329647590187164,0.9995600375693604,0.9987631615790328,2021-03-27
an,15.526298358909967,0.2006632869902165,0.8973250038569177,0.04013954765337725,0.040100980019434435,0.0400009213197353,0.011066418900561144,0.0035755242649250798,0.0333436877558753,0.06942532472246131,0.03333333333333333,0.8998721591432001,0.9400000000000002,0.0012615593568111338,0.00459727528679963,0.015036363640783059,0.9985061662870548,0.9943102025830236,2021-03-18
as,2.9592123740308427,0.2000000660593869,0.8233063313190998,0.07390756698820462,0.07678669567975073,0.0478789633678153,0.4980714239255164,0.016241857909015268,0.12433015235544435,0.18986780068565792,0.033339729008182224,0.8999945053569983,0.9700000000000002,0.0002745194666640086,0.0022596331727917822,0.008815117800405035,0.9998819467089224,0.9995215440622452,2021-03-17
jh,14.231567420108721,0.2091522910667272,0.8824111250948926,0.2,0.2,0.12201709916090173,0.4993301526536577,0.019316581418581624,0.1646366807242592,0.06937475257744394,0.03333333333333333,0.6952760720560378,0.8,0.00022684357673931002,0.007485926309827381,0.02861457563173075,0.9996647240430356,0.9983889333553644,2021-03-23
ar,1.5694126597343876,0.21608125710720655,0.8830100035058356,0.12608471422238773,0.04001221235862221,0.04,0.22811838784952945,0.002803265067268074,0.1863792623669494,0.2523678375669916,0.07142857142857142,0.8240892288109927,0.9300000000000002,5.071057741421029e-05,0.007428095857861341,0.02861037671534183,0.9975845998975628,0.9865215057330136,2021-03-17
tr,39.520350636240785,0.20000147494663206,0.1,0.0846327810213666,0.19977665606701367,0.19987077250274515,0.4823285748597764,0.013894884089031957,0.12273987848583165,0.019527149243175616,0.034997778279255244,0.5501389009855411,0.8,0.00020462904375930527,0.003666169255537272,0.0059345428304747976,0.9992485756945116,0.9942431412314644,2021-03-28
nl,9.929166228839671,0.2479705833969025,0.8226576092394989,0.057563594964500114,0.06736079717595676,0.19769107452830828,0.1140276633675325,0.01362594543905808,0.0355871644674141,0.06471974977381319,0.05754345109888539,0.6903656361048708,0.8300000000000001,0.0007503241021694238,0.004951260227380225,0.031118118740769307,0.9994126978656565,0.9970110796351944,2021-03-26
ml,19.610410019895195,0.20000802246416324,0.10026851341586733,0.19957062230323008,0.15059491129440505,0.11559108697888874,0.4998611459872236,0.02260139554525969,0.06971843738544166,0.03856512916518082,0.03423058047630502,0.479484607206887,0.8200000000000001,0.00016706002494328736,0.014054362794797413,0.0495334152444986,0.9980858899232692,0.9905465436366748,2021-03-28
sk,0.5643797257393511,0.2052554657794351,0.8556984032385859,0.10110885099985838,0.15793907364031556,0.04,0.498351902890095,0.021442927797609725,0.1648528107587268,0.5656896667028904,0.043420639060726206,0.8460313262966996,0.9400000000000002,0.0009222135686387141,0.008086880573451045,0.025740607833972803,0.9992209681228728,0.9853551367266996,2021-03-17
dn_dd,26.489940187978252,0.2127012551662549,0.4623496469635305,0.043314571455594614,0.2,0.04653335305183914,0.5,0.001,0.03324349086671388,0.027072021091730368,0.07129431064444605,0.9,0.81,0.010739801682527505,0.029431299336668774,0.18364625378339425,0.9957794734491876,0.7217980042408383,2021-03-16
ld,2.2987936062240144,0.203406177926406,0.1008615572586098,0.0680490798813855,0.0742979000597234,0.16364001462227504,0.09109290172268274,0.0012418526987130855,0.019778783986017463,0.1615159492006757,0.0369274852945073,0.5695106565341657,0.8500000000000001,0.0022373425704530635,0.2280020279631735,0.5910166663240439,0.9946868358728792,0.937083891457977,2021-03-15
